content_id,client_id,score,reason_code,action_label
content_c66523d94c76,client_6208ef0f77,33.87033076345161,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_fea6a0d13b4a,client_19581e27de,33.868070469953764,STALE_VISIBLE,REVIEW_REFRESH
content_0293beb5b072,client_19581e27de,33.84164470926901,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_cbd542e4e064,client_4e07408562,33.83995087058183,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_aee6abc99c75,client_19581e27de,33.83453202089365,STALE_VISIBLE,REVIEW_REFRESH
content_d041ef6f65ca,client_19581e27de,33.829748057544094,STALE_VISIBLE,REVIEW_REFRESH
content_bb039f652a92,client_19581e27de,33.80592259220342,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_350d594c0844,client_6208ef0f77,33.79737009803225,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_b046d6f5fcd8,client_8527a891e2,33.77847065374089,STALE_VISIBLE,REVIEW_REFRESH
content_d5bbad827721,client_6208ef0f77,33.758655955628,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_f1cbb449db57,client_6208ef0f77,33.758655955628,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_ef7da6a32a99,client_f74efabef1,33.755500172775676,VISIBLE_STRIKING,REVIEW_REFRESH
content_69e07bfa6f0a,client_4e07408562,33.75173404172242,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_c22c1dd7122d,client_6208ef0f77,33.74676256761841,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_de57bb97bbf1,client_6208ef0f77,33.74590303592707,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_c1175b0a087d,client_6208ef0f77,33.73350682129251,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_b16bd7307b39,client_7f2253d7e2,33.72741257699689,STALE_VISIBLE,REVIEW_REFRESH
content_fe16a55cd13d,client_7f2253d7e2,33.69767916505553,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_799d102970bf,client_19581e27de,33.670375304773934,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_b9d5bfd7a8e2,client_19581e27de,33.661527701078214,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_de74413100cf,client_4e07408562,33.651633662463546,VISIBLE_STRIKING,REVIEW_REFRESH
content_5ea8d5d3052a,client_19581e27de,33.6384319229452,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_cb2230ac0dc9,client_6208ef0f77,33.62325841373139,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_a6b5d7765841,client_19581e27de,33.56967754564657,STALE_VISIBLE,REVIEW_REFRESH
content_7fb9f4c4a095,client_6208ef0f77,33.564705403331004,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_180c8ec7003d,client_8527a891e2,33.563797859367945,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_590e10bcbaaf,client_6208ef0f77,33.548338024276866,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_bd765ab754cf,client_349c41201b,33.52328153187897,VISIBLE_STRIKING,REVIEW_REFRESH
content_bf8fa914f1c7,client_19581e27de,33.52090934537232,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_e8625556b0f8,client_19581e27de,33.5172379362114,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_f39ca18e7bbc,client_6208ef0f77,33.51631955714641,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_0298b6c65145,client_19581e27de,33.509995322876996,STALE_VISIBLE,REVIEW_REFRESH
content_9a29e017706f,client_6208ef0f77,33.4889122403689,STALE_VISIBLE,REVIEW_REFRESH
content_057a915662fe,client_19581e27de,33.4831166918428,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_4fe0d777d87c,client_6208ef0f77,33.4402857425761,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_5b6bb729c889,client_19581e27de,33.43014709811438,VISIBLE_STRIKING,REVIEW_REFRESH
content_706a56cc86de,client_19581e27de,33.40077460288027,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_9b024398b4e4,client_19581e27de,33.369454001522314,STALE_VISIBLE_STRIKING,REVIEW_REFRESH
content_4f10623f1729,client_19581e27de,33.36568699397496,STALE_VISIBLE,REVIEW_REFRESH
